-2.0,0.0,0.05000000075,0.08299999684,0.1169999987,0.1669999957,0.2329999954,0.2829999924,0.349999994,0.4169999957,0.4670000076,0.6000000238,0.6999999881,0.8000000119,0.8999999762,1.0,1.200000048,1.399999976,1.75,2.0,2.5,2.900000095,3.299999952,4.0,5.0,6.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,22.0,25.0,28.0,32.0,36.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,80.0,90.0,100.0,120.0,140.0,160.0,180.0,208.9329987,220.0,240.0,260.0,280.0,302.0,340.0,380.0,410.0,470.0,520.0,580.0,630.9500122,690.0,758.5830078,800.0,850.0,900.0,950.0,1000.0,1100.0,1200.0,1300.0,1400.0,1500.0,1600.0,1700.0,1800.0,1900.0,2000.0,2200.0,2400.0,2600.0,2800.0,3000.0,3300.0,3600.0,3900.0,4200.0,4500.0
418.6662903,0.003556890646,-0.3595867157,-0.8606820703,-0.5959339738,0.957246542,0.3271076977,-0.8981742263,-0.148393929,-0.3591554165,-0.4995099604,-1.035236359,-0.9662537575,-1.031287909,-0.8340342641,-0.672616899,-1.037303329,-0.8743698597,-0.9716976881,-0.9658213258,-1.068386912,-0.9955433607,-0.612609148,-0.6097664833,-0.6619513035,-0.8957668543,-0.6156785488,-0.7277873755,-0.7612711191,-0.971820116,-0.9048628211,-0.9621004462,-0.7787026167,-0.9571753144,-0.6482519507,-0.9458883405,-0.8421746492,-0.7326241136,-0.4442537427,-0.8737387061,-0.4521167874,-0.7682251334,-0.4574079216,-0.5187173486,-0.8431010842,-0.7752594352,-0.5473368764,-0.6800938249,-0.7821345329,-0.5009203553,-0.7847134471,-0.4583741426,-0.9286917448,-0.706537962,-0.6347084045,-0.6679461598,-0.722011745,-0.5297839642,-0.5015071034,-0.6975796223,-0.4603029788,-0.6907874942,-0.5158843994,-0.4071005285,-0.5385180712,-0.2365292758,-0.1471247375,-0.3996674716,-0.4448078573,-0.3033518791,-0.5090204477,-0.2469214201,-0.4487251639,-0.4410342574,-0.3307955861,-0.03105575405,-0.2749426961,-0.1058280915,-0.2749884129,-0.06355512142,-0.006279407069,-0.1370207518,0.005332399625,-0.0592571646,-0.08625953645,-0.099386096,-0.3291291296,0.1447231919,-0.00376544171,0.0388026759,-0.3594655693,-0.1315290034,0.04299493879
419.8640137,-0.1112200692,-0.3924073875,-0.9784309864,-0.7458153367,0.8630045056,0.4366761148,-1.00027895,-0.1985179186,-0.4387022257,-0.5727949142,-1.133298278,-0.8833928108,-1.074906945,-0.954554379,-0.746966958,-1.142964363,-0.9689845443,-1.019539952,-1.046799898,-1.136604309,-1.159353614,-0.812418282,-0.7361519337,-0.8274239898,-1.158592582,-0.7619342804,-1.001245975,-1.016915917,-1.208729744,-1.024850845,-1.087642431,-1.037044525,-1.019274831,-0.7952988744,-1.193329334,-0.9512111545,-0.9354920387,-0.6258671284,-1.002087355,-0.594158411,-0.8908355236,-0.6101899743,-0.5850439072,-0.8536432981,-0.9198870659,-0.4849635661,-0.7166894078,-0.7997050285,-0.528463006,-0.9130493999,-0.4925337732,-0.9990680814,-0.8373740315,-0.5829962492,-0.7803820372,-0.8115204573,-0.6576525569,-0.7792877555,-0.7642940879,-0.5479752421,-0.7977205515,-0.6128605008,-0.5575740933,-0.6842814684,-0.3553267717,-0.2932159603,-0.5474432707,-0.6272026896,-0.4150658548,-0.5575450063,-0.3093562424,-0.521592617,-0.4859887958,-0.3712127209,-0.2415752411,-0.3894680142,-0.164764449,-0.4650851786,-0.110839963,-0.1528942585,-0.2805226445,-0.1189349145,-0.1408665329,-0.2198928893,-0.2055118531,-0.2576342225,0.1639671475,-0.07503065467,-0.0924333334,-0.4277680814,-0.1727437079,-0.05396770686
421.0617065,0.04450790212,-0.2005969882,-0.7672762871,-0.8357655406,0.7202255726,0.7556459904,-0.9478248954,-0.252695471,-0.4500125945,-0.5866175294,-1.005153656,-0.820702076,-0.9763697386,-0.9191432595,-0.7891572714,-1.13865149,-0.9997742176,-0.9724550247,-1.051331758,-1.117270827,-1.230970621,-0.806778729,-0.7658472657,-0.782840848,-1.16663456,-0.7595885992,-0.9941887856,-1.091615796,-1.126801133,-0.8259560466,-1.096794844,-1.017355204,-0.9666153193,-0.9323278069,-1.226771235,-0.9502961636,-0.9886921644,-0.7177535892,-0.878973484,-0.5894967914,-0.842143476,-0.6032962799,-0.6165283322,-0.8737955689,-0.8621814251,-0.5467916727,-0.8318952322,-0.7242540717,-0.4789681137,-0.9329455495,-0.5643597245,-1.038818479,-0.9010185003,-0.6302538514,-0.8385705352,-0.8841183782,-0.6899181604,-0.9475089908,-0.812795341,-0.6490725875,-0.7812404633,-0.5381368399,-0.5762657523,-0.6896780729,-0.3077442646,-0.3091917336,-0.5195247531,-0.5354714394,-0.4107589424,-0.6015495658,-0.4379646778,-0.5229069591,-0.5137194395,-0.4815117121,-0.270745486,-0.4279389381,-0.2346530557,-0.6297810078,-0.1728243977,-0.2533603907,-0.3727067709,-0.08620873839,-0.235546574,-0.2133922726,-0.2848975658,-0.2069296837,0.1103732735,-0.1544199884,-0.1912765503,-0.495043844,-0.1046878397,-0.1085302159
422.2593994,0.1129822284,-0.07736311853,-0.6420646906,-0.8654990196,0.7250729799,0.8515213728,-0.883674264,-0.3013201356,-0.5992771387,-0.6593611836,-1.071635842,-0.7165982723,-0.9625822902,-0.981118083,-0.9238007069,-1.265570879,-1.138375044,-1.002511144,-1.190750599,-1.198066235,-1.262640238,-0.8177394271,-0.8138285875,-0.9508664012,-1.310128212,-0.9173038602,-1.195632935,-1.118535995,-1.166805625,-0.985471487,-1.152865648,-1.101435542,-1.017513514,-1.12800467,-1.268798351,-1.096730947,-1.063213468,-0.78586936,-0.8961506486,-0.6336402893,-0.9741623998,-0.7756276727,-0.7158036232,-0.9408662915,-0.9571994543,-0.6571493745,-0.7874782085,-0.8142264485,-0.6232625842,-1.094123244,-0.5935945511,-1.032557607,-0.8744442463,-0.6058220863,-0.8978889585,-0.8200936913,-0.6801185608,-0.8582770824,-0.7284398675,-0.6088944077,-0.745904088,-0.535846889,-0.5859219432,-0.6056410074,-0.2254630029,-0.2439447194,-0.4270207584,-0.5075493455,-0.336433202,-0.5894270539,-0.4001861513,-0.4738648832,-0.4032552838,-0.4233459234,-0.2668173015,-0.4164768159,-0.2074620724,-0.5609030724,-0.1787620634,-0.1685731411,-0.3967794776,-0.1357779503,-0.2227110714,-0.1853615493,-0.2264736444,-0.1174388379,0.1663802415,-0.01742592454,-0.1491007507,-0.422446996,-0.1181140542,-0.1608716398
423.4570923,0.2117179483,0.09493028373,-0.1849093884,-0.6651002765,0.5899852514,0.9387010932,-0.814265132,-0.3774588108,-0.6682651043,-0.6855579615,-1.100548506,-0.7302495241,-0.9753927588,-0.9185469747,-0.9467297792,-1.185746908,-1.073974848,-0.9577824473,-1.039597392,-1.127435207,-1.123162031,-0.605850935,-0.7824053168,-0.8794454336,-1.064300179,-0.7334940434,-1.022050619,-0.8947298527,-0.928904891,-0.8305040002,-1.036466599,-0.7722562551,-0.8862079978,-1.031326056,-1.045412183,-0.9645734429,-0.7973777652,-0.5694900751,-0.7251600027,-0.5118888021,-0.877590239,-0.683494091,-0.5380334258,-0.9184669852,-0.7646083832,-0.8732457757,-0.7990396619,-0.8805999756,-0.6012938619,-0.8831466436,-0.5679095984,-0.9246540666,-0.6954475045,-0.6136827469,-0.7880967855,-0.6075350046,-0.5836551785,-0.557027638,-0.5900281668,-0.4518620074,-0.6692911983,-0.3632847965,-0.4937748015,-0.5358027816,-0.07909699529,-0.1633542329,-0.2402475923,-0.2223118991,-0.2600608468,-0.6496549845,-0.374199003,-0.3529123068,-0.3183839023,-0.3685936928,-0.07844300568,-0.3500173986,-0.1281397045,-0.3100316525,-0.2333512157,-0.07638831437,-0.1964244843,-0.04066118971,-0.09443420172,0.02433392219,-0.1215123236,-0.1139629185,0.2011716962,0.08980596066,-0.07948806137,-0.2409380674,-0.1477608532,-0.1305990964
424.6547852,0.03061623499,-0.1444880962,-0.1921589077,-0.6305621862,0.3164022565,0.6717191339,-1.018330932,-0.6643023491,-0.8836109042,-0.8428834081,-1.359131932,-0.8204286098,-1.299833655,-1.034563065,-0.9610900283,-1.20999217,-1.063777208,-1.142520547,-1.10700047,-1.173674941,-1.160467625,-0.8424318433,-0.8361583948,-1.025415182,-1.2364223,-0.7756874561,-1.263437867,-0.9319434762,-1.124728203,-1.048018098,-1.260617971,-1.015016794,-1.084310055,-1.122065306,-1.118319988,-1.135061145,-1.012657285,-0.6688271761,-1.048026204,-0.6931088567,-1.035828948,-0.8484207392,-0.6109489202,-0.9686189294,-0.9698808193,-0.9778401256,-0.7858333588,-1.091714621,-0.7317064404,-0.8069880009,-0.6274527311,-1.134158134,-0.7455722094,-0.6448001862,-0.8502721786,-0.5365290046,-0.6605833769,-0.5243677497,-0.5690716505,-0.5020367503,-0.6848366261,-0.5499605536,-0.4303476512,-0.61129421,-0.2774238288,-0.3483012021,-0.318272084,-0.3011758029,-0.2921782732,-0.7625872493,-0.37327981,-0.3486071825,-0.2938038409,-0.2802699506,-0.08655045182,-0.2986274958,-0.1608303487,-0.2493881583,-0.2428614795,-0.04082084075,-0.06849754602,-0.1857384741,-0.05280975997,-0.0349034965,-0.06831304729,-0.2124585062,0.1176196411,0.1533164978,-0.05483911186,-0.1999740601,-0.2945966125,-0.119849883
425.8525085,-0.1437199712,-0.2946677506,-0.1379244328,-0.5511350036,0.02435925789,0.4892820418,-1.196802616,-0.9024935365,-1.013538957,-1.020984054,-1.590823174,-0.9560645819,-1.37857914,-1.015474558,-0.9698392153,-1.220709562,-0.9908848405,-1.128717542,-1.081961989,-1.081957221,-1.203308702,-0.9812940955,-1.011092782,-1.107504964,-1.208153605,-0.7201965451,-1.217487931,-1.018663526,-1.287743568,-0.9713183641,-1.456866145,-1.219298959,-1.149952769,-1.113439798,-1.218415141,-1.257586479,-1.125977993,-0.8282333016,-1.246647596,-0.8536123037,-0.9778952599,-0.903075397,-0.6399143934,-1.018867016,-1.074944139,-0.9020949006,-0.8783705831,-1.242617488,-0.8052316904,-0.8056115508,-0.7162764072,-1.150243163,-0.8585579991,-0.6317932606,-0.9253892303,-0.6214424372,-0.7902864814,-0.7175542116,-0.8523325324,-0.6654118299,-0.7056567669,-0.6009435654,-0.4826495051,-0.7431643009,-0.3664372265,-0.4594348073,-0.390011996,-0.3304489553,-0.396035701,-0.7191576362,-0.4410566986,-0.380459547,-0.4786835015,-0.4136884212,-0.1808024049,-0.2960065305,-0.3101604879,-0.4473085403,-0.3156428337,-0.2795670927,-0.1227524951,-0.09573508799,-0.1153867617,-0.03979571536,-0.1803337485,-0.2272444814,-0.0358481966,0.00278795464,-0.2367147505,-0.258880496,-0.401091665,-0.2930474579
427.0502014,-0.03251290694,-0.3275933862,-0.1459173262,-0.3446406424,0.1851361394,0.4591768384,-1.154466629,-0.9410341382,-1.082885504,-1.090709925,-1.770099521,-1.124144197,-1.447464228,-1.180250764,-1.069676518,-1.326994777,-1.121214271,-1.286215782,-1.388807535,-1.164142489,-1.234378219,-1.214945912,-1.142926931,-1.234731793,-1.34653163,-0.9145410657,-1.278557181,-1.128955841,-1.376782537,-1.038020492,-1.527493477,-1.430012465,-1.249049306,-1.272443771,-1.256655693,-1.360443473,-1.260731816,-1.06226027,-1.317218781,-0.9378852844,-1.085062981,-1.051144958,-0.8873556852,-1.196494222,-1.289104462,-0.9282676578,-0.9006718397,-1.164371967,-0.8819739223,-0.9831882119,-0.7513592839,-1.253929734,-0.944464922,-0.6578330398,-0.9382137656,-0.7842234969,-0.850064218,-0.779497087,-0.9840493202,-0.7558315992,-0.6136734486,-0.614372015,-0.4634699523,-0.6408358216,-0.3819425702,-0.3812440336,-0.4494114816,-0.4371396601,-0.3271466494,-0.576071322,-0.3930211067,-0.4110862613,-0.5064364076,-0.4302180111,-0.2144394666,-0.3059077263,-0.3374666572,-0.4485214353,-0.241089955,-0.2674540281,-0.2743971348,-0.106783703,-0.2088457644,-0.1635231823,-0.2664432824,-0.3247604966,-0.09291680157,-0.1271342933,-0.2912859023,-0.387586683,-0.298871994,-0.3110756576
428.2478943,0.2738513649,0.03237816691,0.07861179858,0.01640533656,0.567351222,0.7632001638,-0.8108243346,-0.6130230427,-0.9198214412,-0.963296473,-1.679964304,-1.041501045,-1.427070022,-1.23863554,-1.1448493,-1.425835967,-1.23567915,-1.254811287,-1.440605879,-1.227044582,-1.15922761,-1.10443294,-1.277729869,-1.318369508,-1.279129744,-0.9193322659,-1.11097014,-1.058847308,-1.35806334,-1.04900074,-1.336021781,-1.236161947,-1.079528689,-1.234777808,-1.197391748,-1.271281242,-0.9440848827,-0.9796724916,-1.115558743,-0.778073132,-1.043273091,-1.016342044,-0.8929758072,-1.186021566,-1.181260943,-0.8191669583,-1.017976522,-1.034600258,-0.7738090158,-1.111567616,-0.6303919554,-1.031232476,-0.6837056875,-0.4992074966,-0.6075999141,-0.7096434832,-0.6558951735,-0.5756499171,-0.8473100066,-0.5244265795,-0.476141572,-0.3018121719,-0.2964788377,-0.4664650559,-0.1969373077,-0.1134322435,-0.2591647804,-0.3891248405,-0.1422950625,-0.3072308898,-0.1391991079,-0.2273920923,-0.2437402904,-0.2336053699,-0.1480374932,-0.1703249663,-0.1202415377,-0.1843183935,-0.02709962428,0.01992703602,-0.1550498307,0.06677812338,-0.04237604141,-0.05055616423,-0.316321075,-0.2763544917,0.145545125,-0.151530236,-0.1170162186,-0.2123788148,-0.08515643328,-0.1739315391
